,Ann Return,Ann Vol,Sharpe,Max DD
Regime Strategy (net),0.12125297616152442,0.0830243967429332,1.4254172189452345,-0.07826714754687103
Static Portfolio,0.12344157684998813,0.08973723099932465,1.3467929611325504,-0.07544719694919033
